timestamp,v1,v2,v3
1655366356.23793,2.7837654340283335,6.59749348930248,8.327058246901185
1655366356.290054,4.315775133432952,9.116783624845532,9.658341390245996
1655366356.342568,0.9761062288151312,7.3733217359987835,4.1906389470582015
1655366356.393518,0.5744698742078724,2.792725827201167,5.68625451968113
1655366356.4456518,4.788535557523086,1.0557729643955627,3.4997824103185424
1655366356.4960792,8.692260647692006,7.105005752151989,3.060759687026705
1655366356.546388,8.520792259544619,0.9824791282617584,2.930977211452955
1655366356.5974345,7.534642425092843,1.154322990657377,9.895481877156582
1655366356.6482456,4.069156601708843,4.434942046116927,7.200881106385321
1655366356.6991007,5.24160614146818,8.64461265942592,8.048620400473471
1655366356.7497141,7.926744484374369,6.049791044937404,2.0884344464100915
1655366356.7999103,5.1906001492705665,6.841958200672249,4.011802177509085
1655366356.851134,3.815334538450703,5.125077648695619,5.771297794664495
1655366356.9017317,7.695473966989517,0.47339348260860503,8.49008176990367
1655366356.952753,7.179884425922449,8.149460532539706,5.349281548261461
1655366357.003619,4.154448530860862,3.9071228965583424,5.372530101691659
1655366357.0541265,9.302403062472479,2.942809739635063,9.091207764859888
1655366357.1043353,4.505515295575523,5.447847477971247,0.15108756892032282
1655366357.155292,4.339816760419937,8.280365950338355,1.955057397825254
1655366357.205778,9.73366293081488,2.497291355767244,0.3517300622658148
1655366357.2559905,2.254176440959279,3.191453981314588,8.072871204114936
1655366357.3069205,3.72101397424582,8.346016395072215,3.946748997724577
1655366357.357927,9.129260307952833,3.3544266080839105,4.763348181368339
1655366357.4083188,0.5402286052412275,2.9726022703646873,3.0394196855779168
1655366357.4588237,1.5415135792300316,9.609194690325873,4.481001200688462
1655366357.5099013,5.326987404700123,1.3015353311782563,8.035491339396808
1655366357.560379,3.5271495569966493,6.754195183786602,6.23089360232756
1655366357.6116405,2.048982710931131,2.997812764278703,5.014911038274504
1655366357.6622696,5.4957196518926175,6.253287896047285,5.42375678498475
1655366357.7132597,1.80809911873679,3.5878897210727656,2.1362628856150803
1655366357.7642107,7.685606976320254,4.52533190981529,0.41340165271077756
1655366357.8146327,7.30744689725503,3.0569234652919475,1.265398170133818
1655366357.8651416,2.139893691798199,5.791221234484558,2.028821441344164
1655366357.9157908,7.5495331131734496,8.4519491004166,4.438301383233698
1655366357.9663432,1.4735754423227032,8.313945109320375,1.8230548897530086
1655366358.0168388,6.866226168089949,3.572503687696438,8.225315161131721
1655366358.067155,5.983920396917805,5.939938203628002,2.1484921359421385
1655366358.1178536,2.1878537162249323,0.44475917750324556,6.5376134199845595
1655366358.1693687,6.126271424267163,7.345551729112472,1.7481361378856297
1655366358.219507,2.085964461460242,8.160479015668583,9.362811849504535
1655366358.2703328,0.7116124394796242,3.8602459264596325,3.0527822400207794
1655366358.321216,6.442153191960522,3.0025559829730897,2.2793547711406825
1655366358.371938,9.512427579429527,6.057075046176896,2.8898561052295033
1655366358.4226198,0.05629689708509411,6.490928577081295,1.4071296629037855
1655366358.4734406,0.6269069475499056,4.393526677222513,6.924322891133896
