timestamp,t2,t3,v2,v3
1697579980.5181084,+07.218,+16.567,+0.6047,+0.5436
1697579981.0438282,+07.195,+16.554,+0.6048,+0.5436
1697579981.5670185,+07.173,+16.539,+0.6048,+0.5437
1697579982.090363,+07.148,+16.526,+0.6049,+0.5437
1697579982.6110861,+07.125,+16.512,+0.6050,+0.5437
1697579983.1314287,+07.076,+16.498,+0.6050,+0.5438
1697579983.6592014,+07.053,+16.485,+0.6051,+0.5438
1697579984.1839337,+07.031,+16.471,+0.6051,+0.5438
1697579984.7066166,+07.006,+16.456,+0.6052,+0.5439
1697579985.2314172,+06.984,+16.443,+0.6052,+0.5439
1697579985.7546122,+06.959,+16.415,+0.6053,+0.5440
1697579986.2792513,+06.936,+16.401,+0.6054,+0.5440
1697579986.7962615,+06.913,+16.387,+0.6054,+0.5440
1697579987.3133311,+06.889,+16.373,+0.6055,+0.5441
1697579987.8314984,+06.866,+16.360,+0.6055,+0.5441
1697579988.360159,+06.841,+16.345,+0.6056,+0.5441
1697579988.8821833,+06.818,+16.332,+0.6056,+0.5442
1697579989.407359,+06.795,+16.318,+0.6057,+0.5442
1697579989.9464047,+06.772,+16.304,+0.6057,+0.5442
1697579990.4794195,+06.747,+16.290,+0.6058,+0.5443
1697579991.0132139,+06.723,+16.276,+0.6058,+0.5443
1697579991.5760362,+06.700,+16.261,+0.6059,+0.5443
1697579992.1164067,+06.676,+16.247,+0.6060,+0.5444
1697579992.66192,+06.630,+16.235,+0.6061,+0.5444
1697579993.2113268,+06.606,+16.220,+0.6061,+0.5444
1697579993.7419384,+06.581,+16.205,+0.6062,+0.5445
1697579994.2863445,+06.559,+16.177,+0.6062,+0.5445
1697579994.8252206,+06.535,+16.164,+0.6063,+0.5446
1697579995.3642347,+06.512,+16.149,+0.6063,+0.5446
1697579995.9092886,+06.488,+16.136,+0.6064,+0.5446
1697579996.4501247,+06.464,+16.122,+0.6064,+0.5447
1697579996.981609,+06.441,+16.107,+0.6065,+0.5447
1697579997.4977407,+06.418,+16.092,+0.6065,+0.5448
1697579998.015724,+06.393,+16.079,+0.6066,+0.5448
1697579998.5390801,+06.370,+16.065,+0.6067,+0.5448
1697579999.057066,+06.345,+16.050,+0.6067,+0.5449
1697579999.5749989,+06.323,+16.036,+0.6068,+0.5449
1697580000.1044438,+06.298,+16.022,+0.6068,+0.5449
1697580000.6295671,+06.274,+16.006,+0.6069,+0.5450
1697580001.1567671,+06.226,+15.993,+0.6070,+0.5450
1697580001.6783037,+06.203,+15.978,+0.6070,+0.5450
1697580002.2062604,+06.179,+15.964,+0.6071,+0.5451
1697580002.7333245,+06.155,+15.950,+0.6071,+0.5451
1697580003.2546585,+06.132,+15.934,+0.6072,+0.5451
1697580003.7783105,+06.108,+15.921,+0.6073,+0.5452
1697580004.3057299,+06.084,+15.893,+0.6073,+0.5452
1697580004.8288271,+06.061,+15.878,+0.6074,+0.5453
1697580005.3523366,+06.037,+15.864,+0.6074,+0.5453
1697580005.8714335,+06.013,+15.850,+0.6075,+0.5453
1697580006.4046142,+05.988,+15.835,+0.6075,+0.5454
1697580006.9291718,+05.965,+15.820,+0.6076,+0.5454
1697580007.464577,+05.942,+15.806,+0.6076,+0.5454
1697580007.987999,+05.918,+15.791,+0.6077,+0.5455
1697580008.520917,+05.894,+15.776,+0.6077,+0.5455
1697580009.0455248,+05.870,+15.762,+0.6078,+0.5455
1697580009.5684469,+05.848,+15.749,+0.6079,+0.5456
1697580010.0939035,+05.822,+15.733,+0.6079,+0.5456
1697580010.621807,+05.797,+15.719,+0.6080,+0.5456
1697580011.142234,+05.774,+15.705,+0.6080,+0.5457
1697580011.6621883,+05.749,+15.690,+0.6081,+0.5457
1697580012.190213,+05.701,+15.675,+0.6082,+0.5458
1697580012.7121546,+05.678,+15.661,+0.6082,+0.5458
1697580013.2293904,+05.654,+15.646,+0.6083,+0.5458
1697580013.7488077,+05.630,+15.633,+0.6083,+0.5459
1697580014.2692943,+05.604,+15.617,+0.6084,+0.5459
1697580014.7868004,+05.580,+15.603,+0.6085,+0.5459
1697580015.308426,+05.558,+15.573,+0.6085,+0.5460
1697580015.8301804,+05.535,+15.559,+0.6086,+0.5460
1697580016.3574538,+05.509,+15.544,+0.6086,+0.5461
1697580016.886045,+05.485,+15.530,+0.6087,+0.5461
1697580017.4171462,+05.461,+15.514,+0.6087,+0.5461
1697580017.955968,+05.438,+15.499,+0.6088,+0.5462
1697580018.49488,+05.412,+15.483,+0.6088,+0.5462
1697580019.0369513,+05.388,+15.470,+0.6089,+0.5462
1697580019.574121,+05.364,+15.456,+0.6089,+0.5463
1697580020.1184845,+05.342,+15.440,+0.6090,+0.5463
1697580020.6616333,+05.316,+15.425,+0.6091,+0.5464
1697580021.1985295,+05.268,+15.411,+0.6092,+0.5464
1697580021.7503865,+05.243,+15.396,+0.6092,+0.5464
1697580022.311071,+05.220,+15.382,+0.6093,+0.5465
1697580022.8577433,+05.194,+15.352,+0.6093,+0.5465
1697580023.4074478,+05.171,+15.337,+0.6094,+0.5466
1697580023.9433746,+05.147,+15.322,+0.6094,+0.5466
1697580024.5139651,+05.122,+15.307,+0.6095,+0.5466
1697580025.0467403,+05.099,+15.292,+0.6096,+0.5467
1697580025.5640702,+05.074,+15.278,+0.6096,+0.5467
1697580026.0973353,+05.050,+15.262,+0.6097,+0.5467
1697580026.6209,+05.026,+15.248,+0.6097,+0.5468
1697580027.151168,+05.003,+15.232,+0.6098,+0.5468
1697580027.6778743,+04.978,+15.217,+0.6098,+0.5469
1697580028.2031505,+04.930,+15.202,+0.6099,+0.5469
1697580028.7317307,+04.905,+15.187,+0.6100,+0.5469
1697580029.25691,+04.881,+15.172,+0.6100,+0.5470
1697580029.7767136,+04.857,+15.158,+0.6101,+0.5470
1697580030.2993765,+04.832,+15.141,+0.6102,+0.5470
1697580030.821204,+04.808,+15.127,+0.6102,+0.5471
1697580031.3527503,+04.784,+15.098,+0.6103,+0.5471
1697580031.8741693,+04.760,+15.082,+0.6103,+0.5472
1697580032.3968444,+04.735,+15.068,+0.6104,+0.5472
1697580032.9200916,+04.711,+15.053,+0.6104,+0.5472
1697580033.4393144,+04.686,+15.037,+0.6105,+0.5473
1697580033.9616973,+04.662,+15.021,+0.6105,+0.5473
1697580034.4804115,+04.637,+15.007,+0.6106,+0.5474
1697580035.0137587,+04.613,+14.992,+0.6107,+0.5474
1697580035.5466952,+04.590,+14.976,+0.6107,+0.5474
1697580036.0854168,+04.566,+14.961,+0.6108,+0.5475
1697580036.6552732,+04.540,+14.947,+0.6108,+0.5475
1697580037.1929286,+04.516,+14.930,+0.6109,+0.5475
1697580037.7301235,+04.468,+14.916,+0.6110,+0.5476
1697580038.271782,+04.444,+14.901,+0.6110,+0.5476
1697580038.8219087,+04.419,+14.885,+0.6111,+0.5477
1697580039.3823733,+04.394,+14.856,+0.6112,+0.5477
1697580039.916683,+04.372,+14.838,+0.6112,+0.5478
1697580040.4720309,+04.345,+14.824,+0.6113,+0.5478
1697580041.0208461,+04.323,+14.809,+0.6113,+0.5478
1697580041.5653381,+04.298,+14.792,+0.6114,+0.5479
1697580042.1064682,+04.273,+14.778,+0.6114,+0.5479
1697580042.6773612,+04.249,+14.762,+0.6115,+0.5479
1697580043.227697,+04.225,+14.747,+0.6116,+0.5480
1697580043.7675712,+04.177,+14.731,+0.6116,+0.5480
1697580044.3063364,+04.152,+14.717,+0.6117,+0.5481
1697580044.8511467,+04.127,+14.702,+0.6118,+0.5481
1697580045.3964314,+04.102,+14.671,+0.6118,+0.5482
1697580045.9393194,+04.079,+14.655,+0.6119,+0.5482
1697580046.4650958,+04.055,+14.640,+0.6119,+0.5482
1697580046.9808176,+04.031,+14.624,+0.6120,+0.5483
1697580047.5048714,+04.005,+14.610,+0.6120,+0.5483
1697580048.023511,+03.984,+14.594,+0.6121,+0.5484
1697580048.5409865,+03.958,+14.578,+0.6121,+0.5484
1697580049.0619566,+03.933,+14.562,+0.6122,+0.5484
1697580049.5844634,+03.910,+14.546,+0.6123,+0.5485
1697580050.1066535,+03.884,+14.532,+0.6123,+0.5485
1697580050.6307957,+03.861,+14.516,+0.6124,+0.5485
1697580051.15705,+03.835,+14.501,+0.6124,+0.5486
1697580051.6758938,+03.812,+14.485,+0.6125,+0.5486
1697580052.1969807,+03.787,+14.469,+0.6125,+0.5487
1697580052.7161052,+03.762,+14.454,+0.6126,+0.5487
1697580053.2344987,+03.739,+14.439,+0.6126,+0.5487
1697580053.7580838,+03.691,+14.422,+0.6127,+0.5488
1697580054.2793157,+03.666,+14.408,+0.6128,+0.5488
1697580054.811516,+03.642,+14.392,+0.6129,+0.5488
1697580055.333056,+03.617,+14.377,+0.6129,+0.5489
1697580055.8709118,+03.592,+14.360,+0.6130,+0.5489
1697580056.4103234,+03.569,+14.329,+0.6130,+0.5490
1697580056.952348,+03.543,+14.313,+0.6131,+0.5490
1697580057.4847038,+03.520,+14.298,+0.6131,+0.5491
1697580058.0340345,+03.495,+14.283,+0.6132,+0.5491
1697580058.5746052,+03.471,+14.267,+0.6132,+0.5491
1697580059.1194038,+03.446,+14.250,+0.6133,+0.5492
1697580059.6595974,+03.422,+14.235,+0.6134,+0.5492
1697580060.1977215,+03.397,+14.220,+0.6134,+0.5492
1697580060.7280054,+03.374,+14.204,+0.6135,+0.5493
1697580061.2741861,+03.324,+14.188,+0.6136,+0.5493
1697580061.8199759,+03.299,+14.172,+0.6136,+0.5494
1697580062.3659244,+03.276,+14.157,+0.6137,+0.5494
1697580062.9139607,+03.251,+14.124,+0.6137,+0.5495
1697580063.460518,+03.226,+14.109,+0.6138,+0.5495
1697580063.9958193,+03.202,+14.095,+0.6139,+0.5496
1697580064.5325892,+03.179,+14.078,+0.6139,+0.5496
1697580065.0637827,+03.154,+14.062,+0.6140,+0.5496
1697580065.5824513,+03.129,+14.046,+0.6140,+0.5497
1697580066.1109257,+03.105,+14.030,+0.6141,+0.5497
1697580066.6413038,+03.081,+14.014,+0.6141,+0.5497
1697580067.1658342,+03.057,+13.999,+0.6142,+0.5498
1697580067.6856747,+03.032,+13.982,+0.6142,+0.5498
1697580068.205519,+03.008,+13.966,+0.6143,+0.5499
1697580068.729614,+02.982,+13.951,+0.6144,+0.5499
1697580069.251064,+02.959,+13.935,+0.6144,+0.5499
1697580069.78247,+02.910,+13.918,+0.6145,+0.5500
1697580070.300658,+02.885,+13.903,+0.6146,+0.5500
1697580070.8212724,+02.861,+13.886,+0.6146,+0.5501
1697580071.3434262,+02.837,+13.871,+0.6147,+0.5501
1697580071.8683603,+02.812,+13.856,+0.6147,+0.5501
1697580072.3949754,+02.788,+13.840,+0.6148,+0.5502
1697580072.9149504,+02.764,+13.808,+0.6149,+0.5502
1697580073.4538186,+02.739,+13.790,+0.6149,+0.5503
1697580074.0044208,+02.714,+13.774,+0.6150,+0.5503
1697580074.561854,+02.690,+13.758,+0.6150,+0.5504
1697580075.113766,+02.665,+13.741,+0.6151,+0.5504
1697580075.6466854,+02.639,+13.726,+0.6151,+0.5504
1697580076.2091463,+02.617,+13.711,+0.6152,+0.5505
1697580076.7470717,+02.591,+13.694,+0.6152,+0.5505
1697580077.296387,+02.544,+13.678,+0.6154,+0.5506
1697580077.8367102,+02.519,+13.661,+0.6154,+0.5506
1697580078.3788977,+02.494,+13.646,+0.6155,+0.5506
1697580078.8965368,+02.470,+13.629,+0.6155,+0.5507
1697580079.4168017,+02.446,+13.614,+0.6156,+0.5507
1697580079.939307,+02.421,+13.581,+0.6156,+0.5508
1697580080.4630394,+02.396,+13.564,+0.6157,+0.5508
1697580080.9834282,+02.371,+13.547,+0.6157,+0.5509
1697580081.5049906,+02.347,+13.533,+0.6158,+0.5509
1697580082.0263193,+02.323,+13.516,+0.6159,+0.5509
1697580082.549969,+02.298,+13.499,+0.6159,+0.5510
1697580083.0810955,+02.274,+13.484,+0.6160,+0.5510
1697580083.6055262,+02.249,+13.467,+0.6160,+0.5511
1697580084.1244886,+02.225,+13.452,+0.6161,+0.5511
1697580084.6504653,+02.200,+13.436,+0.6161,+0.5511
1697580085.173381,+02.175,+13.418,+0.6162,+0.5512
1697580085.695376,+02.151,+13.402,+0.6162,+0.5512
1697580086.2227514,+02.125,+13.386,+0.6163,+0.5513
1697580086.7542255,+02.101,+13.370,+0.6164,+0.5513
1697580087.291499,+02.078,+13.353,+0.6164,+0.5513
1697580087.825394,+02.029,+13.336,+0.6165,+0.5514
1697580088.3746362,+02.003,+13.319,+0.6166,+0.5514
1697580088.926869,+01.978,+13.305,+0.6166,+0.5515
1697580089.4786556,+01.955,+13.272,+0.6167,+0.5515
1697580090.0298624,+01.930,+13.255,+0.6167,+0.5516
1697580090.5673509,+01.906,+13.239,+0.6168,+0.5516
1697580091.1009603,+01.881,+13.223,+0.6169,+0.5516
1697580091.617889,+01.856,+13.206,+0.6169,+0.5517
1697580092.1490362,+01.832,+13.190,+0.6170,+0.5517
1697580092.6648755,+01.807,+13.174,+0.6170,+0.5518
1697580093.1869993,+01.783,+13.156,+0.6171,+0.5518
1697580093.7089396,+01.761,+13.141,+0.6171,+0.5518
1697580094.2290843,+01.735,+13.123,+0.6172,+0.5519
1697580094.7516668,+01.710,+13.108,+0.6172,+0.5519
1697580095.2814476,+01.685,+13.091,+0.6173,+0.5520
1697580095.8051178,+01.661,+13.076,+0.6174,+0.5520
1697580096.3250427,+01.637,+13.058,+0.6175,+0.5520
1697580096.8466108,+01.586,+13.041,+0.6175,+0.5521
1697580097.3712294,+01.562,+13.023,+0.6176,+0.5521
1697580097.889202,+01.538,+13.007,+0.6176,+0.5522
1697580098.4099565,+01.515,+12.991,+0.6177,+0.5522
1697580098.9338498,+01.488,+12.975,+0.6178,+0.5522
1697580099.455486,+01.465,+12.958,+0.6178,+0.5523
1697580099.9855824,+01.439,+12.926,+0.6179,+0.5524
1697580100.5179753,+01.415,+12.909,+0.6179,+0.5524
1697580101.0562372,+01.391,+12.892,+0.6180,+0.5524
1697580101.603905,+01.366,+12.876,+0.6180,+0.5525
1697580102.149283,+01.341,+12.859,+0.6181,+0.5525
